"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol","absLFC"
"ENSG00000269186.3",1.59907168281748,-5.08424132124404,1.26239083028941,6.52153362359977e-06,3.3977709133885e-05,"LINC01082",5.08424132124404
"ENSG00000183971.10",65.381229488699,5.08102765440035,0.553227323717666,2.61369650530763e-21,1.17076913927599e-19,"NPW",5.08102765440035
"ENSG00000170681.7",27.4010816950846,-5.07872171303297,0.193762571517101,5.60739286675676e-08,4.21993910685196e-07,"CAVIN4",5.07872171303297
"ENSG00000282933.2",191.013248906775,5.07824555307529,0.592778287159243,6.15313290375543e-19,2.13344812878313e-17,"RHOXF1P3",5.07824555307529
"ENSG00000286647.1",46.8551440921806,-5.06313373339057,0.625958555942411,2.84049952317125e-17,8.10357176966298e-16,"AC008459.1",5.06313373339057
"ENSG00000226622.6",23.1952863803092,-5.05329028966802,0.457441086922329,1.92119939872631e-29,2.06773690902917e-27,"AC092155.1",5.05329028966802
"ENSG00000233766.7",11.1083125248229,-5.04708694940135,0.449175555965521,2.33724161057146e-30,2.82288931432917e-28,"CAVIN2-AS1",5.04708694940135
"ENSG00000226482.1",17.8031586500365,-5.04282855162092,0.671325080969222,5.47226302149812e-15,1.16201286776504e-13,"ADIPOQ-AS1",5.04282855162092
"ENSG00000225328.2",3.19231921516389,-5.04271543411144,0.738311510252717,4.48568432463494e-06,2.4168923742828e-05,"LINC01594",5.04271543411144
"ENSG00000274682.1",0.885268329230334,-5.03201712383354,1.31588559916404,7.73164324154571e-08,5.69635921044414e-07,"AC015540.1",5.03201712383354
"ENSG00000196747.4",98.748828975814,5.02899125783171,0.580649853451278,2.98158783001257e-19,1.06383920358051e-17,"H2AC13",5.02899125783171
"ENSG00000235434.1",4.36477257646444,-5.02242479676452,0.755033027503532,3.13013887076671e-14,5.99241595512668e-13,"AL391883.1",5.02242479676452
"ENSG00000232930.2",2.11349597793975,-5.02155400076,1.04310719574822,1.98002095405846e-08,1.60080558055634e-07,"AC083864.2",5.02155400076
"ENSG00000172421.10",2.43165305030721,5.01573668842278,0.734136313162213,0.0032552141223507,0.00933210476409726,"EFCAB3",5.01573668842278
"ENSG00000146678.10",67.1147849785806,-5.01387465953217,0.606203803737559,8.0136204183449e-18,2.43658718664289e-16,"IGFBP1",5.01387465953217
"ENSG00000259791.1",4.71319852824282,-5.00986719202274,1.21225749841627,6.16705046358391e-05,0.000265322977123459,"AC092325.1",5.00986719202274
"ENSG00000198099.9",44.2021040589939,-5.0091685354378,0.443411903080913,6.4679082100927e-32,9.13975921313962e-30,"ADH4",5.0091685354378
"ENSG00000132464.13",3.10501967485519,-5.00698774769438,0.4108759440954,0.000142098894735787,0.00056494413326593,"ENAM",5.00698774769438
"ENSG00000287158.1",4.44052065438767,5.00438957788521,0.753486021486252,0.00743392529808108,0.0192184091009609,"AC117464.1",5.00438957788521
"ENSG00000181234.9",1240.86961364446,-5.00406932676513,0.438132826247524,1.90072499369534e-31,2.59264168931693e-29,"TMEM132C",5.00406932676513
"ENSG00000115361.8",361.414178634289,-5.0008227103527,0.419744287180171,6.73857821438262e-34,1.23700143258788e-31,"ACADL",5.0008227103527
"ENSG00000180440.4",21.1287602475808,-5.00074449713863,0.54027076808458,3.52334532213338e-22,1.69768501769745e-20,"SERTM1",5.00074449713863
"ENSG00000070808.16",24.7633379086176,-4.99804142057493,0.294483226139098,0.00380706724070062,0.0107117578344322,"CAMK2A",4.99804142057493
"ENSG00000227475.1",1.94508894903787,-4.99343606905745,1.06713676308224,1.27743811117881e-07,9.06482636552538e-07,"AL355300.1",4.99343606905745
"ENSG00000170965.10",49.1479973067374,4.99114037671633,0.451822664126196,1.30861848802717e-29,1.43197127252533e-27,"PLAC1",4.99114037671633
