"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol","absLFC"
"ENSG00000237531.6",4.3505354002483,-1.49288488741386,0.404005062566661,4.40124374132694e-05,0.000194924982113064,"AL672277.1",1.49288488741386
"ENSG00000186710.11",13.9143613035457,1.49281942725343,0.388207267268604,2.34059862415184e-05,0.000109683975129644,"CFAP73",1.49281942725343
"ENSG00000228594.4",606.026593939727,1.49266668430025,0.242666537449156,1.69627299288047e-10,1.9153891420614e-09,"FNDC10",1.49266668430025
"ENSG00000158813.18",154.326592323519,-1.49253072046704,0.259353284089873,1.87225753598049e-09,1.79652577048015e-08,"EDA",1.49253072046704
"ENSG00000134215.16",7813.21949084833,1.49235559642018,0.280059228527912,2.10703748489592e-08,1.69581767171996e-07,"VAV3",1.49235559642018
"ENSG00000235124.1",2.15830993451752,1.4920675727913,0.457650294830459,0.000226973896787372,0.000860411325040542,"KRT8P17",1.4920675727913
"ENSG00000170122.5",24.9393137472466,1.49196268337971,0.312791211872457,3.93251252202725e-07,2.5678993004541e-06,"FOXD4",1.49196268337971
"ENSG00000258789.1",27.8143816087504,-1.49186472924833,0.241663749570852,1.58695815597592e-10,1.80075286537718e-09,"AL162171.1",1.49186472924833
"ENSG00000149923.14",5461.07095195068,1.49137360649258,0.14192797563761,3.0410023182363e-26,2.30178680288237e-24,"PPP4C",1.49137360649258
"ENSG00000128342.5",605.887128077696,-1.49099284276332,0.293433185712674,7.6823475586618e-08,5.66216400552477e-07,"LIF",1.49099284276332
"ENSG00000267374.2",58.7346445461586,1.49081150796237,0.306332132067707,2.35633682009023e-07,1.60038616252463e-06,"MIR924HG",1.49081150796237
"ENSG00000233732.5",3.26991982123994,-1.49064517985132,0.549158228008526,0.00106896549350755,0.00347281181334357,"IGHV3OR16-10",1.49064517985132
"ENSG00000250927.1",2.79646249747911,-1.48995935918489,0.603508629575564,0.00228827926099554,0.00683387277550165,"MESTP3",1.48995935918489
"ENSG00000237080.3",22.4054663247632,1.48994070290688,0.301596600694446,1.72847596348602e-07,1.19861341129011e-06,"EHMT2-AS1",1.48994070290688
"ENSG00000144040.13",1387.98208067104,1.48960663571031,0.232015950101994,3.08771812610349e-11,3.91157429428731e-10,"SFXN5",1.48960663571031
"ENSG00000255008.3",13.3230884317723,-1.48904519586278,0.24431688842496,1.98998291322507e-10,2.22212873118629e-09,"LINC02739",1.48904519586278
"ENSG00000254991.1",2.65510646665569,-1.48904104006517,0.605232069638194,0.00230919565540039,0.00689110013117205,"AC124276.1",1.48904104006517
"ENSG00000149231.15",1133.42711988146,-1.48889576608436,0.158714755848995,1.42622840187574e-21,6.49976293959243e-20,"CCDC82",1.48889576608436
"ENSG00000243491.1",4.47321814655788,-1.48885169975181,0.360167281012016,6.29398204851645e-06,3.29319114003623e-05,"AC082651.3",1.48885169975181
"ENSG00000260908.1",4.53956527331825,1.48852674590887,0.498008542703653,0.000540365055532205,0.00188305693617734,"AC009093.3",1.48852674590887
"ENSG00000200350.1",0.812498890805741,-1.48834584527627,0.669524806518618,0.00504321800165309,0.0136752684206412,"RNU6-1285P",1.48834584527627
"ENSG00000139112.11",4543.26769245735,-1.48830882490152,0.158729544697502,1.06422437036233e-21,4.93006959496627e-20,"GABARAPL1",1.48830882490152
"ENSG00000160298.18",302.143836675263,1.48826576099563,0.183265282726117,1.1016026058547e-16,2.91809553394445e-15,"C21orf58",1.48826576099563
"ENSG00000105699.16",5477.81141117053,1.48818597975949,0.183617349465567,1.4963085798744e-16,3.88249578941784e-15,"LSR",1.48818597975949
"ENSG00000269009.1",2.38899645345307,1.48790247781594,0.591348980863139,0.00186885501865676,0.00570399351665855,"SLC6A21P",1.48790247781594
"ENSG00000279806.1",220.729468796117,-1.48779379219865,0.418555626689822,7.10974529904414e-05,0.000301879846873811,"AC018629.1",1.48779379219865
"ENSG00000223403.6",13.7281690433346,-1.48757179658474,0.357258811837882,5.57578456581068e-06,2.94645037507811e-05,"MEG9",1.48757179658474
"ENSG00000213279.2",10.5624686703315,-1.48736642015531,0.325747505838521,9.94485729924341e-07,6.02612639431557e-06,"Z97192.2",1.48736642015531
"ENSG00000177757.2",14.8090040905844,-1.4870706843003,0.277212486572519,1.66263356576668e-08,1.36016028732982e-07,"FAM87B",1.4870706843003
"ENSG00000172575.12",658.02141268849,1.48696717904993,0.306939070288332,2.63575530359046e-07,1.77299676962753e-06,"RASGRP1",1.48696717904993
"ENSG00000200301.1",0.551673139527195,-1.48682207127896,0.730254197075078,0.00999938218493417,0.0248491731878134,"RNA5SP483",1.48682207127896
"ENSG00000065911.13",3208.99717528807,1.48669952136273,0.161743615472801,8.09966857296452e-21,3.41769473920879e-19,"MTHFD2",1.48669952136273
"ENSG00000126785.13",1479.32748215383,-1.48655010378701,0.15873304663324,1.62275176932798e-21,7.36122176746888e-20,"RHOJ",1.48655010378701
"ENSG00000254440.3",3.02748313259342,1.4865259095659,0.546474886700326,0.00114613292795164,0.0036953944469511,"PBOV1",1.4865259095659
"ENSG00000112425.16",636.870467745706,-1.48637883042271,0.185227360877517,2.01582362056603e-06,1.15235179147724e-05,"EPM2A",1.48637883042271
"ENSG00000036530.9",97.8399995123331,-1.48634301855815,0.211146476494742,4.22642590916134e-13,6.96730656380588e-12,"CYP46A1",1.48634301855815
"ENSG00000279271.1",0.948235309667526,1.48622705338304,0.764247893199663,0.00750937515487716,0.0193810060826617,"AP006248.2",1.48622705338304
"ENSG00000215452.5",5.78297901464352,-1.48609935415881,0.540703929194686,0.000996341239120342,0.0032614173183571,"ZNF663P",1.48609935415881
"ENSG00000116191.17",3749.91600293942,1.48591349285496,0.221993904581611,5.39099095890959e-12,7.56896672015027e-11,"RALGPS2",1.48591349285496
"ENSG00000271752.1",1.50338091214901,-1.48570483963925,0.438814105136426,0.000175599225720915,0.000683670959684878,"AC112187.3",1.48570483963925
"ENSG00000151079.7",67.7629306069031,-1.48528801357721,0.364698821633113,9.19745251156977e-06,4.64770677211869e-05,"KCNA6",1.48528801357721
"ENSG00000207251.1",3.61365879007018,-1.48511909659152,0.566726366579986,0.00169566516929664,0.00522410089488268,"RNU6-342P",1.48511909659152
"ENSG00000171346.16",20340.7873589169,-1.48510450738235,0.554721417760625,0.00101158575249022,0.00330525947773648,"KRT15",1.48510450738235
"ENSG00000170921.15",4405.99669433114,1.48499837179505,0.251112882590387,7.22008880677581e-10,7.38630126784846e-09,"TANC2",1.48499837179505
"ENSG00000272123.1",10.5291360662746,-1.48486121769119,0.25116100719464,7.84788738481842e-10,7.99316588087132e-09,"AC008966.2",1.48486121769119
"ENSG00000249574.1",23.128977120359,-1.48469777598181,0.520385742797282,0.000764308854274214,0.00257571493791784,"AC226118.1",1.48469777598181
"ENSG00000268324.2",1.54039937668661,-1.48443892436723,0.483653195232586,0.000460878779861572,0.00163256645519225,"LRRC2-AS1",1.48443892436723
"ENSG00000153923.10",1.49284185537238,-1.48434341210906,0.493774807033343,0.000493538321139407,0.00173573495144498,"CLCA3P",1.48434341210906
"ENSG00000256713.8",4.34247049511494,-1.48427192674075,0.653415493811113,0.00381700072048686,0.0107311999072215,"PGA5",1.48427192674075
"ENSG00000225385.3",6.46533531570859,1.48401294329192,0.467935766139086,0.000286329044799358,0.0010624492486916,"AL353572.1",1.48401294329192
"ENSG00000286058.1",112.289121464055,1.48393203682016,0.601052371789123,0.00226814866819089,0.00678561817692568,"AC018865.2",1.48393203682016
"ENSG00000197915.7",17.3021915963969,-1.483923838537,0.396978073903023,3.65839340442978e-05,0.000164566960379731,"HRNR",1.483923838537
"ENSG00000286628.1",0.696289932590828,1.48373759251612,0.902418648822085,0.0190691356270594,0.0433840229323797,"AL096828.5",1.48373759251612
"ENSG00000232295.7",38.6427141436499,-1.48287410328364,0.254736000285106,1.33955234853928e-09,1.31294846457128e-08,"AL589935.1",1.48287410328364
"ENSG00000245105.4",121.432621292525,-1.48259705377924,0.196997544763193,1.18806342647873e-14,2.40824993012335e-13,"A2M-AS1",1.48259705377924
"ENSG00000274742.1",0.630243226426752,-1.48217910281693,0.846005365410441,0.0174845982156495,0.0402617207680876,"Metazoa_SRP",1.48217910281693
"ENSG00000213028.3",2.86711453336465,1.4813954384976,0.396356836218372,3.91614986431395e-05,0.000174899990074704,"AL354983.1",1.4813954384976
"ENSG00000241622.1",2.25559311328136,-1.48139105042534,0.412841488090172,7.09091832723356e-05,0.000301145551964371,"RARRES2P1",1.48139105042534
"ENSG00000234828.9",0.750726453307569,-1.48136803328654,0.767933996078819,0.00932641935852907,0.0234003358293706,"IQCM",1.48136803328654
"ENSG00000279512.1",1.41007175906272,1.48120701108523,0.618034623712666,0.00315251883064964,0.00907212290258886,"AC011755.1",1.48120701108523
"ENSG00000224307.2",65.4437916770438,-1.4811515704483,0.233838344859132,4.58625982895329e-11,5.65672311210678e-10,"AL161785.1",1.4811515704483
"ENSG00000286759.1",0.963957395595432,1.48110253537694,0.802281612585103,0.00967026298077616,0.0241320423667139,"AC092718.9",1.48110253537694
"ENSG00000242405.2",1.90447073330077,-1.48068034643436,0.38075396756522,2.25991396954898e-05,0.000106283323811519,"AC007537.1",1.48068034643436
"ENSG00000286975.1",9.38286634079808,-1.4806438355832,0.255332421511534,1.65043990823298e-09,1.59537109633426e-08,"AP005136.4",1.4806438355832
"ENSG00000286948.1",4.8118764879481,1.48018570222104,0.387457490738835,2.74985389727808e-05,0.00012676045587969,"AP000867.5",1.48018570222104
"ENSG00000160446.19",1622.71529036165,1.4800478832363,0.165542144570134,8.25489244194726e-20,3.12714748977296e-18,"ZDHHC12",1.4800478832363
"ENSG00000168004.10",1823.10365175988,-1.47973442973646,0.469068009561699,0.000291190350116826,0.00107845024172616,"PLAAT5",1.47973442973646
"ENSG00000139318.8",5595.75912312564,-1.47966407733366,0.188472840070733,4.73817230554617e-16,1.15611404255327e-14,"DUSP6",1.47966407733366
"ENSG00000272316.1",115.258460974303,-1.47963662869114,0.202374856572992,5.88079975058866e-14,1.08004365311886e-12,"AL021368.2",1.47963662869114
"ENSG00000253972.6",8.75592208520543,1.47958386079227,0.37323939093032,1.48651667751282e-05,7.22905684072957e-05,"MAL2-AS1",1.47958386079227
"ENSG00000284977.2",22.7243359419787,-1.47946852156413,0.255924088068311,1.62851339767475e-09,1.5749512632756e-08,"AL160272.1",1.47946852156413
"ENSG00000124256.15",195.251523300406,1.47946347284307,0.402196907845951,4.64717078807545e-05,0.000204818565586426,"ZBP1",1.47946347284307
"ENSG00000236481.1",2.51435735294459,1.47939666330748,0.446415633888043,0.000199245054449905,0.000765116590323565,"LINC02195",1.47939666330748
"ENSG00000224321.1",8.53737862623605,-1.47905999474158,0.360586405270527,8.03807790981147e-06,4.10674798555123e-05,"RPL12P14",1.47905999474158
"ENSG00000197928.10",594.355153741716,-1.47879373133119,0.223812501026718,8.30726516451562e-12,1.13589489983582e-10,"ZNF677",1.47879373133119
"ENSG00000272597.1",4.10196728014347,-1.47860942168476,0.302190355906333,2.22799997269968e-07,1.51926316485912e-06,"AC063944.2",1.47860942168476
"ENSG00000184956.16",1960.1595893066,1.47855662151641,0.691730539279918,0.00509668343793677,0.013808145667304,"MUC6",1.47855662151641
"ENSG00000285804.2",20.4561505681947,-1.47854907659258,0.321656751900809,9.31260618784719e-07,5.67100327830397e-06,"AC025774.1",1.47854907659258
"ENSG00000187699.10",644.568045753109,-1.47854732869975,0.339765303053843,1.08688376492043e-11,1.46473899900974e-10,"C2orf88",1.47854732869975
"ENSG00000172538.7",0.846056428106738,-1.47816001706727,0.633287446991755,0.00295317108042781,0.00857002088524239,"FAM170B",1.47816001706727
"ENSG00000224239.1",9.10361919695048,-1.47809744559956,0.54628611503436,0.00121177476827901,0.00388186903670167,"AC090044.1",1.47809744559956
"ENSG00000226862.1",7.71150321664989,-1.47806847075316,0.274010785202763,1.26234329663353e-08,1.05465533953534e-07,"AC104463.2",1.47806847075316
"ENSG00000274569.1",1.55451548345295,1.47803281043334,0.560511527357074,0.00151557788717155,0.0047319950500435,"AC024884.1",1.47803281043334
"ENSG00000230628.1",3.54578264865653,1.47754213172339,0.636114286427604,0.00348301084706612,0.00990994409474508,"AL160408.3",1.47754213172339
"ENSG00000183092.16",113.682657122279,-1.47751668099065,0.27458852535341,1.57237321055943e-08,1.29179050835855e-07,"BEGAIN",1.47751668099065
"ENSG00000170786.12",662.011804347009,1.4774982729538,0.48571254995231,0.000447774762032784,0.00159045061046075,"SDR16C5",1.4774982729538
"ENSG00000204528.3",8.3645125512131,-1.47702513980934,0.494944349120467,0.000505132671502376,0.00177286088334668,"PSORS1C3",1.47702513980934
"ENSG00000220867.1",2.82638464590949,-1.47636964104133,0.378288211663177,2.0377321362641e-05,9.66090625645652e-05,"HSPE1P26",1.47636964104133
"ENSG00000142871.18",24936.7921164754,-1.47616281877753,0.309812901219565,3.50848839568589e-07,2.30905441675531e-06,"CCN1",1.47616281877753
"ENSG00000250722.6",5015.57204995979,-1.47593957712763,0.218972692941594,3.29495979007042e-12,4.81723857064109e-11,"SELENOP",1.47593957712763
"ENSG00000109758.9",11.458046480974,1.47546397740986,0.395355814097826,3.74056297769603e-05,0.000167859579638806,"HGFAC",1.47546397740986
"ENSG00000185842.15",491.470073187624,1.47506664509899,0.190480183053127,2.24081956361673e-15,5.00161112142725e-14,"DNAH14",1.47506664509899
"ENSG00000213215.5",0.757168987748977,-1.47495693159832,0.702574935678581,0.00712423073560691,0.0185208311969811,"OR2F1",1.47495693159832
"ENSG00000148848.14",4999.72320474983,1.47440895099345,0.319498398874193,9.21134125746715e-07,5.61455903736756e-06,"ADAM12",1.47440895099345
"ENSG00000176510.5",4.5922916750447,1.4743035979312,0.326343590857478,1.37252510753003e-06,8.08369959883203e-06,"OR10AC1",1.4743035979312
"ENSG00000251211.1",10.821982495373,1.474170348655,0.256275069249716,1.70906554151609e-09,1.64919996887542e-08,"AC136632.2",1.474170348655
"ENSG00000249421.2",9.22318148848375,1.47396997521005,0.560340934855527,0.00140655616076911,0.00442927848362539,"ADAMTS19-AS1",1.47396997521005
"ENSG00000236975.2",44.5011233169968,-1.47388502561704,0.40656790130562,5.64299244134735e-05,0.000244625154563992,"LINC02814",1.47388502561704
"ENSG00000131242.18",2224.71424629711,1.47385417198967,0.24248090312688,2.67744708643447e-10,2.93146129719877e-09,"RAB11FIP4",1.47385417198967
"ENSG00000204301.6",2478.58133083131,-1.473704909399,0.19259657776192,4.38185893773965e-15,9.40125322283804e-14,"NOTCH4",1.473704909399
"ENSG00000259433.2",1.43723000321132,-1.47368086124985,0.52138648911435,0.000856536117569814,0.00285017731092306,"AC051619.2",1.47368086124985
"ENSG00000198491.3",1.06821796748913,-1.47359435655111,0.570367828015208,0.00234860958381437,0.00699649494885597,"AC007920.1",1.47359435655111
"ENSG00000120885.22",52690.0885111873,-1.47343610251934,0.229128066950322,1.77822146803765e-11,2.32232886138269e-10,"CLU",1.47343610251934
"ENSG00000205403.13",212.803829976505,-1.4731444897449,0.188152546402148,9.47999928753628e-16,2.2101619703951e-14,"CFI",1.4731444897449
"ENSG00000277311.1",1.7554578872738,1.47314224296941,0.82494444925055,0.0107292650163703,0.0264322367304084,"AC012354.7",1.47314224296941
"ENSG00000126262.5",131.715862388178,1.47297282886462,0.373248251665356,1.61663145861343e-05,7.80481138259432e-05,"FFAR2",1.47297282886462
"ENSG00000174807.4",6330.96184596228,-1.47293596611185,0.286218581265142,5.56757219601609e-08,4.19157735048479e-07,"CD248",1.47293596611185
"ENSG00000230417.12",17.5407668814412,1.47280405071191,0.386837685391664,2.77461812534217e-05,0.000127797043540792,"LINC00595",1.47280405071191
"ENSG00000226453.2",42.6973090335343,1.47269382636272,0.425369931641839,0.000105988478613487,0.000433533048089571,"LINC02542",1.47269382636272
"ENSG00000207698.1",0.780344652208474,-1.47258625720634,0.596864549219419,0.00295992700099523,0.00858899189740706,"MIR32",1.47258625720634
"ENSG00000181722.17",669.762288474597,-1.4724550908254,0.29602812372425,1.35242291983136e-07,9.54348517741244e-07,"ZBTB20",1.4724550908254
"ENSG00000271538.6",14.7228196523619,-1.47233363649913,0.27165594544805,1.22136168595994e-08,1.02280904863036e-07,"LINC02427",1.47233363649913
"ENSG00000196335.13",37.7116622974016,1.47226985731697,0.418646281780086,8.63185199965177e-05,0.000360239747109657,"STK31",1.47226985731697
"ENSG00000123191.16",1348.22026903677,1.47224060719231,0.231844088903085,4.91810909079451e-11,6.03570751398849e-10,"ATP7B",1.47224060719231
"ENSG00000103528.17",501.723777464364,1.47219054784003,0.303567759356397,2.74658984150077e-07,1.84313350415983e-06,"SYT17",1.47219054784003
"ENSG00000226430.7",1.47355879932315,-1.4719891089769,0.563844440576376,0.00125722397096705,0.00401371690170416,"USP17L7",1.4719891089769
"ENSG00000279074.1",1.84097742968087,-1.47187507971107,0.536406882318882,0.00119760379069158,0.00384274012199037,"AC007998.5",1.47187507971107
"ENSG00000280401.1",14.3285168696812,-1.47158694047684,0.290488547260743,7.73428810927296e-08,5.69723934154658e-07,"AC022532.1",1.47158694047684
"ENSG00000079557.5",0.572160559468635,-1.47143225034368,0.689186313694499,0.00918507421983736,0.0231032434147836,"AFM",1.47143225034368
"ENSG00000283796.1",1.74892572336478,-1.47138946679814,0.764777292901072,0.00842058952466,0.0214134152567804,"MIR6510",1.47138946679814
"ENSG00000274759.1",1.89124219503888,-1.47122665868734,0.45256443293125,0.000269166786181965,0.00100484158779553,"RNA5SP527",1.47122665868734
"ENSG00000286282.1",17.5951387037188,-1.47120085267825,0.388934671468024,2.58091839756892e-05,0.000119786794192602,"AC021733.4",1.47120085267825
"ENSG00000187951.11",135.306166659842,1.47114950980778,0.26112295604506,3.98527584096192e-09,3.62653639417068e-08,"AC091057.1",1.47114950980778
"ENSG00000264589.4",97.3181304156564,1.47100002114056,0.487955682844776,0.000485668878202506,0.00171066226228882,"MAPT-AS1",1.47100002114056
"ENSG00000118137.10",8.15638810867978,1.47083471805193,0.413902402021403,6.65135341954025e-05,0.00028413632854852,"APOA1",1.47083471805193
"ENSG00000213071.11",38.1429338327363,-1.4707461860104,0.210393484344762,5.86557575730971e-13,9.49416061187287e-12,"LPAL2",1.4707461860104
"ENSG00000179967.11",464.509628277334,1.4706063841099,0.187478162437793,8.97310923470318e-16,2.09946172231138e-14,"PPP1R14BP3",1.4706063841099
"ENSG00000173457.11",2750.77568610155,1.4705186985965,0.17922969622965,5.6842763237303e-17,1.55827711864216e-15,"PPP1R14B",1.4705186985965
"ENSG00000181009.5",1.41286548844223,-1.47051260111021,0.797915964816956,0.00673457105171999,0.0176468042419803,"OR52N5",1.47051260111021
"ENSG00000248693.1",3.75853248888943,1.47005924168352,0.510855758971396,0.000765196837044717,0.0025784862366156,"LINC02100",1.47005924168352
"ENSG00000230300.1",0.667521276938028,-1.46997010885515,0.777957389457802,0.0154271184680532,0.0361253529982716,"STARD13-IT1",1.46997010885515
"ENSG00000277672.1",0.934123387714652,-1.46991188157803,0.649621896856575,0.0046067794258688,0.0126377599836473,"AC011603.4",1.46991188157803
"ENSG00000233858.4",10.5023777987989,-1.46966984629857,0.273802935092394,1.73896371260628e-08,1.41787983574149e-07,"LINC02599",1.46966984629857
"ENSG00000113810.16",2438.61381827391,1.46939266647059,0.187511227761547,1.15416934208962e-15,2.6702231115812e-14,"SMC4",1.46939266647059
"ENSG00000116396.15",1297.46382961572,-1.4692071573455,0.230977087358055,3.52858149543431e-11,4.42723715958611e-10,"KCNC4",1.4692071573455
"ENSG00000087074.8",5216.18630801551,-1.46913151278449,0.199102609690651,2.01474486897123e-14,3.96132319482813e-13,"PPP1R15A",1.46913151278449
"ENSG00000151789.12",621.489484922996,-1.46877824322218,0.286014622651079,5.97612557762499e-08,4.47599842119009e-07,"ZNF385D",1.46877824322218
"ENSG00000173156.7",1155.14090367923,1.46828542830083,0.171208539541936,6.56707893819097e-09,5.77138991069114e-08,"RHOD",1.46828542830083
"ENSG00000229619.4",441.459355930663,-1.46797617130503,0.319337850444373,8.90599642850162e-07,5.43941485847726e-06,"MBNL1-AS1",1.46797617130503
"ENSG00000046653.15",1906.08823994713,-1.46797553206651,0.296140760460044,1.17837295641096e-07,8.41811296956687e-07,"GPM6B",1.46797553206651
"ENSG00000143748.18",1915.07579922444,1.46780149403277,0.143700653316911,6.71258869319708e-25,4.28776153209031e-23,"NVL",1.46780149403277
"ENSG00000267943.1",4.38648966020944,1.46770812738363,0.464826549316395,0.000306387970186027,0.00112920020834861,"AC010328.1",1.46770812738363
"ENSG00000241008.1",1.12037456369164,-1.46756542670369,0.514164840285735,0.000768925498245902,0.00258838639872254,"AC044810.1",1.46756542670369
"ENSG00000127554.13",318.114708422254,1.4675416580858,0.211339791418651,8.04374953357343e-13,1.27931439950161e-11,"GFER",1.4675416580858
"ENSG00000146233.8",328.265213329101,-1.46753995523603,0.354868614910179,7.19352959602813e-06,3.71878690157085e-05,"CYP39A1",1.46753995523603
"ENSG00000118094.12",20.1998951170268,-1.46731469428059,0.359991585639471,8.90602920374225e-06,4.50798159051424e-05,"TREH",1.46731469428059
"ENSG00000171246.6",122.899162646626,-1.46706636885894,0.474932673535758,0.000370049940462905,0.00134031365122117,"NPTX1",1.46706636885894
"ENSG00000272501.1",135.660058918358,-1.46670616571734,0.20131539458884,7.02501231477427e-14,1.28084828892227e-12,"AL662844.4",1.46670616571734
"ENSG00000257086.1",12.7192708820604,1.46663848029286,0.258721911991444,2.99512686412289e-09,2.77763370467903e-08,"AP001453.2",1.46663848029286
"ENSG00000275234.1",405.619467574731,1.46644712469123,0.264563714103428,6.40201491015937e-09,5.63767661355527e-08,"AC010503.4",1.46644712469123
"ENSG00000198901.14",11.3601609918453,1.46599977310697,0.240976926012289,2.85985601169806e-10,3.11987180126484e-09,"PRC1",1.46599977310697
"ENSG00000104219.13",1477.55949825258,-1.46582930357008,0.237814123085101,1.54805573796782e-10,1.76016849812815e-09,"ZDHHC2",1.46582930357008
"ENSG00000173227.14",2958.36843711726,1.4657090381917,0.380275725652772,2.57299391094221e-05,0.000119448703376806,"SYT12",1.4657090381917
"ENSG00000125966.10",126.764698353657,-1.46558737124656,0.180744894903024,1.20528957149395e-16,3.1671301355564e-15,"MMP24",1.46558737124656
"ENSG00000163568.15",88.902513113517,1.46535916928987,0.400031008242572,5.0029564256339e-05,0.000219299420022988,"AIM2",1.46535916928987
"ENSG00000276067.2",0.832832797033178,-1.4646282965238,0.591972133158594,0.00278519517416737,0.00813000499494656,"SLC23A4P",1.4646282965238
"ENSG00000169962.5",70.7694055742382,1.46410390041883,0.296366341331027,1.63372725485016e-07,1.13672230746606e-06,"TAS1R3",1.46410390041883
"ENSG00000277687.1",37.8989611797625,-1.46396436320612,0.256597439674344,2.62338063815281e-09,2.46311866608975e-08,"AL139407.1",1.46396436320612
"ENSG00000099849.15",1097.78865000171,1.46394655361797,0.267981317044977,1.09303771339175e-08,9.25180035361654e-08,"RASSF7",1.46394655361797
"ENSG00000267260.2",13.8471436304281,1.46372080827119,0.414043247290715,8.5123579045657e-05,0.000355706273718709,"AC020928.1",1.46372080827119
"ENSG00000099219.14",5775.89012960751,1.46343548072266,0.171566127926081,3.36410770979872e-18,1.07794133174334e-16,"ERMP1",1.46343548072266
"ENSG00000141696.13",1505.45545331082,1.46342045929741,0.171231663623743,3.08787880260795e-18,9.95929645990566e-17,"P3H4",1.46342045929741
"ENSG00000235091.2",1.99431903272827,1.46340603626475,0.765973809943448,0.00792269595619701,0.0202997122321447,"BX324167.1",1.46340603626475
"ENSG00000120949.15",124.999845624674,-1.46335674753223,0.236481377777983,1.29270826884451e-10,1.48617944493086e-09,"TNFRSF8",1.46335674753223
"ENSG00000180340.7",485.711633590069,1.46297461731537,0.184031372345296,4.01692084837753e-16,9.89346198167166e-15,"FZD2",1.46297461731537
"ENSG00000243137.8",43.3180062464029,-1.46279794178279,0.728513699307027,0.0064862930269513,0.0170837752307439,"PSG4",1.46279794178279
"ENSG00000137070.18",735.502017588682,-1.46267485172171,0.176682123621114,2.14666197119883e-17,6.23277670928121e-16,"IL11RA",1.46267485172171
"ENSG00000257319.1",0.628873405308629,-1.46265790648584,0.766868598876797,0.0125597495162621,0.0302859987052229,"AC008127.1",1.46265790648584
"ENSG00000174171.6",70.3036538642924,-1.46245770701799,0.426822002676786,0.000118246076785991,0.000478341971008226,"AC020659.1",1.46245770701799
"ENSG00000137672.13",366.318599122869,-1.4623624876417,0.181258973993642,1.62932229776111e-16,4.21094060166101e-15,"TRPC6",1.4623624876417
"ENSG00000268015.1",1.79237776337846,-1.46212119824574,0.421220281307418,9.97201691508092e-05,0.000410285622635148,"AC010320.2",1.46212119824574
"ENSG00000005421.9",11.7182329766195,-1.46197744311757,0.371055018808011,1.50146946824781e-05,7.29454941759175e-05,"PON1",1.46197744311757
"ENSG00000166839.17",343.38338026404,-1.461793327675,0.177111851416046,3.43558577431402e-17,9.69565743952242e-16,"ANKDD1A",1.461793327675
"ENSG00000256427.2",6.77970841591096,-1.46165665243944,0.354396740787966,6.65023960831533e-06,3.46069695023261e-05,"AC010175.1",1.46165665243944
"ENSG00000179144.5",1113.1793104127,-1.46130942538952,0.196442443925603,2.26610359077821e-14,4.41794607742586e-13,"GIMAP7",1.46130942538952
"ENSG00000137809.17",4387.45421504626,1.46110505932217,0.283662083245812,6.71021119582608e-08,4.98494585130166e-07,"ITGA11",1.46110505932217
"ENSG00000204872.4",10.1249734124026,1.46089746037821,0.362820819551881,1.15921909756011e-05,5.74621615502224e-05,"NAT8B",1.46089746037821
"ENSG00000279537.1",0.709527795120315,-1.46070889635261,0.760076150678287,0.0158620387635188,0.0370004352939891,"AC020658.7",1.46070889635261
"ENSG00000097021.20",1300.35981018056,1.46063519683547,0.201595515366394,1.11399084486554e-13,1.98107815073327e-12,"ACOT7",1.46063519683547
"ENSG00000230650.1",13.4257947398969,1.46063249305583,0.326678076855826,1.7292016553244e-06,9.99852190576443e-06,"AC140479.2",1.46063249305583
"ENSG00000086570.12",1937.35820850219,-1.46027563231388,0.454643466569794,0.000241964067533845,0.00091256878158598,"FAT2",1.46027563231388
"ENSG00000204021.4",8.96587723460836,-1.46010927768299,0.551782789475446,0.00147172109222255,0.00460898368836659,"LIPK",1.46010927768299
"ENSG00000258743.6",6.75339354792245,-1.45979266055753,0.585958218001948,0.00215686248122704,0.00649112842103369,"LINC02301",1.45979266055753
"ENSG00000225254.2",0.840724434385926,1.45978278558889,0.784175425051014,0.0135056084624005,0.0322388237732844,"ARMC8P1",1.45978278558889
"ENSG00000068097.15",2361.69216096275,1.45973826875534,0.244597286263245,5.35421658128742e-10,5.57622068343836e-09,"HEATR6",1.45973826875534
"ENSG00000254885.1",0.784105099695956,1.45963337654969,0.967333997312003,0.020446680369067,0.0460091300044924,"AP001547.1",1.45963337654969
"ENSG00000254039.1",2.45834988177465,1.45959192399381,0.618869159823978,0.00318286422387958,0.0091515011507575,"AC027801.4",1.45959192399381
"ENSG00000175265.17",1264.12318180625,-1.4594252998303,0.338776661029806,3.21312449608446e-06,1.77698361594838e-05,"GOLGA8A",1.4594252998303
"ENSG00000244124.1",10.78624426506,-1.45939349223562,0.299820928419787,2.43614199070776e-07,1.65173286094173e-06,"ATP1B3-AS1",1.45939349223562
"ENSG00000152784.16",130.719381467571,-1.45930788002405,0.184250226864236,5.15145142491194e-16,1.24996675587548e-14,"PRDM8",1.45930788002405
"ENSG00000169583.13",176.785743664883,1.4592328009223,0.32962055850268,2.07375488064146e-06,1.1823713603936e-05,"CLIC3",1.4592328009223
"ENSG00000123384.14",46252.3925563117,-1.45898151234866,0.251838679471677,1.0448850292509e-09,1.03996107142367e-08,"LRP1",1.45898151234866
"ENSG00000262700.1",3.97717129382059,-1.45881719753737,0.405236274986948,7.15247690338131e-05,0.000303309977784872,"AC133552.3",1.45881719753737
